player,year,age,team,league,war,games,plate_appearances,at_bats,runs,hits,doubles,triples,home_runs,runs_batted_in,stolen_bases,caught_stealing,walks,strikeouts,batting_average,on_base_percentage,slugging_percentage,on_base_plus_slugging,on_base_plus_slugging_plus,runs_above_base_average,rbat_plus,total_bases,double_plays,hit_by_puitch,sacrifice_bunts,sacrifice_flies,intentional_walks,awards
Luis Guillorme,2024,29,LAA,AL,0.1,50,117,104,6,24,5,1,0,3,1,2,11,23,0.231,0.302,0.298,0.6,72.0,0.272,74.0,31,4,0,1,1,0,
Luis Guillorme,2024,29,ARI,NL,0.3,18,49,37,6,6,2,0,0,4,3,0,11,8,0.162,0.347,0.216,0.563,63.0,0.292,70.0,8,2,0,0,1,0,
Daz Cameron,2024,27,OAK,AL,-0.5,66,186,170,22,34,5,1,5,15,5,0,13,51,0.2,0.258,0.329,0.587,70.0,0.268,69.0,56,3,1,0,2,0,
Matt Thaiss,2024,29,LAA,AL,0.6,57,186,157,14,32,9,0,2,16,3,0,28,58,0.204,0.323,0.299,0.622,79.0,0.295,83.0,47,2,0,0,1,0,
Blaze Alexander,2024,25,ARI,NL,0.0,61,185,166,19,41,7,0,3,21,3,1,15,49,0.247,0.321,0.343,0.664,86.0,0.301,87.0,57,1,3,1,0,0,
Brooks Lee,2024,23,MIN,AL,-0.2,50,185,172,9,38,6,1,3,27,3,0,11,27,0.221,0.265,0.32,0.585,64.0,0.256,53.0,55,6,0,0,2,2,
Jordan Beck,2024,23,COL,NL,-0.8,55,184,170,14,32,6,0,3,13,7,1,12,65,0.188,0.245,0.276,0.521,41.0,0.246,36.0,47,3,1,0,1,1,
Cristian Pache,2024,25,3TM,2LG,-0.2,88,183,165,13,33,8,1,1,16,1,0,17,64,0.2,0.273,0.279,0.552,55.0,0.251,49.0,46,2,0,0,1,0,
Cristian Pache,2024,25,2TM,NL,-0.3,85,182,164,13,32,8,1,1,16,1,0,17,64,0.195,0.269,0.274,0.544,52.0,0.248,47.0,45,2,0,0,1,0,
Cristian Pache,2024,25,PHI,NL,0.1,50,118,104,9,21,5,1,0,9,0,0,13,43,0.202,0.288,0.269,0.557,59.0,0.255,56.0,28,1,0,0,1,0,
Cristian Pache,2024,25,BAL,AL,0.1,3,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,493.0,0.795,464.0,1,0,0,0,0,0,
Cristian Pache,2024,25,MIA,NL,-0.4,35,64,60,4,11,3,0,1,7,1,0,4,21,0.183,0.234,0.283,0.518,40.0,0.235,31.0,17,1,0,0,0,0,
Alex Kirilloff,2024,26,MIN,AL,-0.6,57,178,159,20,32,8,3,5,20,0,0,15,47,0.201,0.27,0.384,0.653,81.0,0.287,79.0,61,5,1,0,3,0,
Ben Rice,2024,25,NYY,AL,-0.4,50,178,152,20,26,6,0,7,23,0,1,20,48,0.171,0.264,0.349,0.613,72.0,0.275,74.0,53,2,1,0,5,0,
Jordan Walker,2024,22,STL,NL,-0.9,51,178,164,16,33,10,1,5,20,1,0,10,50,0.201,0.253,0.366,0.619,71.0,0.267,63.0,60,4,2,0,2,0,
Junior Caminero,2024,20,TBR,AL,0.7,43,177,165,15,41,9,1,6,18,2,0,11,38,0.248,0.299,0.424,0.724,105.0,0.315,102.0,70,2,1,0,0,2,
Patrick Wisdom,2024,32,CHC,NL,-0.4,75,174,158,16,27,7,2,8,23,5,0,10,59,0.171,0.237,0.392,0.629,75.0,0.276,68.0,62,1,4,1,1,0,
Derek Hill,2024,28,3TM,2LG,0.0,53,172,162,19,39,4,2,7,25,6,2,5,56,0.241,0.271,0.42,0.69,88.0,0.317,95.0,68,2,2,2,1,0,
Derek Hill,2024,28,2TM,NL,0.0,37,127,119,14,28,4,2,4,20,4,1,3,42,0.235,0.264,0.403,0.667,79.0,0.299,79.0,48,1,2,2,1,0,
Derek Hill,2024,28,TEX,AL,0.0,16,45,43,5,11,0,0,3,5,2,1,2,14,0.256,0.289,0.465,0.754,112.0,0.365,140.0,20,1,0,0,0,0,
Derek Hill,2024,28,SFG,NL,-0.1,5,13,12,3,3,0,1,0,2,0,0,1,3,0.25,0.308,0.417,0.724,107.0,0.304,98.0,5,0,0,0,0,0,
Derek Hill,2024,28,MIA,NL,0.1,32,114,107,11,25,4,1,4,18,4,1,2,39,0.234,0.259,0.402,0.661,76.0,0.299,77.0,43,1,2,2,1,0,
Brett Baty,2024,24,NYM,NL,0.3,50,171,153,15,35,3,0,4,16,0,0,16,42,0.229,0.306,0.327,0.633,82.0,0.287,83.0,50,3,1,1,0,1,
Nick Loftin,2024,25,KCR,AL,0.2,56,171,148,15,28,4,0,1,14,1,0,19,24,0.189,0.282,0.236,0.519,49.0,0.258,56.0,35,4,1,1,2,0,
Ángel Martínez,2024,22,CLE,AL,0.1,43,169,151,16,35,7,0,3,11,3,1,15,33,0.232,0.298,0.338,0.635,81.0,0.286,80.0,51,2,0,1,2,0,
José Tena,2024,23,2TM,2LG,0.2,44,168,161,14,43,5,0,3,15,6,1,7,41,0.267,0.298,0.354,0.652,85.0,0.29,81.0,57,1,0,0,0,0,
José Tena,2024,23,CLE,AL,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,-124.0,0,0,0,0,0,0,
José Tena,2024,23,WSN,NL,0.3,41,164,157,14,43,5,0,3,15,6,1,7,39,0.274,0.305,0.363,0.668,90.0,0.297,86.0,57,1,0,0,0,0,
Nick Martini,2024,34,CIN,NL,-0.4,52,163,146,23,31,4,2,5,24,1,3,9,38,0.212,0.272,0.37,0.641,73.0,0.293,82.0,54,1,4,0,3,0,
Evan Carter,2024,21,TEX,AL,0.6,45,162,144,23,27,6,2,5,15,2,0,15,43,0.188,0.272,0.361,0.633,80.0,0.284,79.0,52,1,2,0,1,0,
Gabriel Arias,2024,24,CLE,AL,-0.4,53,161,153,15,34,9,1,3,15,5,2,6,53,0.222,0.255,0.353,0.608,71.0,0.273,71.0,54,4,1,0,1,0,
Sam Hilliard,2024,30,COL,NL,0.5,58,158,138,26,33,5,1,10,27,5,2,14,56,0.239,0.305,0.507,0.812,115.0,0.347,113.0,70,3,0,4,2,1,
Jung Hoo Lee,2024,25,SFG,NL,0.1,37,158,145,15,38,4,0,2,8,2,3,10,13,0.262,0.31,0.331,0.641,86.0,0.287,91.0,48,2,1,0,2,0,
Reese McGuire,2024,29,BOS,AL,0.1,53,158,139,10,29,3,0,3,18,3,0,13,39,0.209,0.28,0.295,0.575,61.0,0.269,60.0,41,4,2,1,3,0,
Pavin Smith,2024,28,ARI,NL,0.6,60,158,137,26,37,11,0,9,36,1,0,18,31,0.27,0.348,0.547,0.896,145.0,0.382,145.0,75,4,0,0,3,0,
Matt Carpenter,2024,38,STL,NL,-0.1,59,157,137,15,32,7,0,4,15,0,2,15,51,0.234,0.314,0.372,0.686,92.0,0.301,93.0,51,0,2,0,2,0,
Kyle McCann,2024,26,OAK,AL,0.2,54,157,140,13,33,4,0,5,15,0,0,16,59,0.236,0.318,0.371,0.69,101.0,0.305,100.0,52,2,1,0,0,1,
J.D. Davis,2024,31,2TM,AL,-0.4,46,157,142,13,31,5,0,4,6,0,0,12,39,0.218,0.293,0.338,0.631,83.0,0.278,79.0,48,5,3,0,0,0,
J.D. Davis,2024,31,OAK,AL,-0.1,39,135,123,12,29,4,0,4,5,0,0,9,30,0.236,0.304,0.366,0.67,94.0,0.292,91.0,45,3,3,0,0,0,
J.D. Davis,2024,31,NYY,AL,-0.2,7,22,19,1,2,1,0,0,1,0,0,3,9,0.105,0.227,0.158,0.385,13.0,0.191,12.0,3,2,0,0,0,0,
Austin Barnes,2024,34,LAD,NL,0.7,54,156,140,12,37,3,0,1,11,3,0,14,36,0.264,0.331,0.307,0.638,85.0,0.294,85.0,43,3,0,2,0,0,
Kyle Manzardo,2024,23,CLE,AL,0.0,53,156,145,11,34,12,0,5,15,0,0,9,41,0.234,0.282,0.421,0.703,97.0,0.307,96.0,61,3,1,0,1,0,
Luis Matos,2024,22,SFG,NL,-0.2,45,156,150,14,32,5,0,5,25,0,0,5,24,0.213,0.237,0.347,0.584,66.0,0.269,73.0,52,5,0,0,1,1,
James Outman,2024,27,LAD,NL,-0.4,53,156,136,12,20,4,0,4,11,2,1,16,55,0.147,0.256,0.265,0.521,50.0,0.24,50.0,36,0,4,0,0,0,
Tyler Wade,2024,29,SDP,NL,-0.7,90,156,138,28,30,3,0,0,8,8,1,11,29,0.217,0.285,0.239,0.524,50.0,0.25,43.0,33,0,2,4,0,0,
Kris Bryant,2024,32,COL,NL,-0.7,37,155,133,9,29,5,0,2,15,0,0,13,48,0.218,0.323,0.301,0.623,71.0,0.292,74.0,40,6,8,0,1,0,
Alex Jackson,2024,28,TBR,AL,-0.4,58,155,139,17,17,7,0,3,12,1,0,12,53,0.122,0.201,0.237,0.439,26.0,0.213,29.0,33,2,2,1,1,0,
Victor Scott II,2024,23,STL,NL,-0.5,53,155,145,14,26,9,0,2,10,5,1,6,42,0.179,0.219,0.283,0.502,40.0,0.235,38.0,41,0,2,0,2,0,
Luke Maile,2024,33,CIN,NL,-0.4,53,154,135,8,24,4,0,2,8,2,0,13,52,0.178,0.268,0.252,0.52,44.0,0.25,43.0,34,4,4,1,1,0,
Tommy Edman,2024,29,LAD,NL,0.9,37,153,139,20,33,5,1,6,20,6,0,11,30,0.237,0.294,0.417,0.711,101.0,0.321,101.0,58,2,1,0,2,0,
Martín Maldonado,2024,37,CHW,AL,-1.3,48,147,135,9,16,3,0,4,11,0,0,8,51,0.119,0.174,0.23,0.403,15.0,0.18,5.0,31,5,1,3,0,0,
Christian Bethancourt,2024,32,2TM,NL,0.3,62,147,139,18,29,7,0,5,22,3,0,5,36,0.209,0.241,0.367,0.608,65.0,0.278,64.0,51,2,1,2,0,0,
Christian Bethancourt,2024,32,MIA,NL,-0.5,38,88,82,9,13,3,0,2,7,0,0,3,22,0.159,0.198,0.268,0.466,25.0,0.205,10.0,22,1,1,2,0,0,
Christian Bethancourt,2024,32,CHC,NL,0.8,24,59,57,9,16,4,0,3,15,3,0,2,14,0.281,0.305,0.509,0.814,126.0,0.385,143.0,29,1,0,0,0,0,
Austin Hedges,2024,31,CLE,AL,-0.6,66,146,132,12,20,3,0,2,15,2,0,6,50,0.152,0.203,0.22,0.422,21.0,0.199,14.0,29,2,3,3,2,0,
Jonathan Aranda,2024,26,TBR,AL,0.7,44,143,128,22,30,7,0,6,14,0,0,12,32,0.234,0.308,0.43,0.737,109.0,0.325,111.0,55,2,2,0,1,0,
Andruw Monasterio,2024,27,MIL,NL,-0.2,59,142,125,14,26,5,0,1,16,6,2,16,40,0.208,0.303,0.272,0.575,62.0,0.267,60.0,34,3,1,0,0,0,
Danny Mendick,2024,30,CHW,AL,-0.3,47,141,132,13,26,7,0,3,8,6,0,6,35,0.197,0.243,0.318,0.561,60.0,0.255,53.0,42,3,2,1,0,0,
Tomás Nido,2024,30,2TM,NL,-0.4,49,140,130,14,25,4,0,4,12,0,0,5,35,0.192,0.219,0.315,0.534,50.0,0.235,44.0,41,1,0,3,2,0,
Tomás Nido,2024,30,NYM,NL,0.1,32,90,83,9,19,2,0,3,8,0,0,4,20,0.229,0.261,0.361,0.623,76.0,0.278,76.0,30,0,0,2,1,0,
Tomás Nido,2024,30,CHC,NL,-0.5,17,50,47,5,6,2,0,1,4,0,0,1,15,0.128,0.143,0.234,0.377,5.0,0.159,-14.0,11,1,0,1,1,0,
Darell Hernaiz,2024,22,OAK,AL,-0.8,48,135,120,8,23,3,0,1,12,1,1,11,27,0.192,0.261,0.242,0.503,48.0,0.235,51.0,29,4,1,1,2,0,
Dairon Blanco,2024,31,KCR,AL,0.1,88,132,120,37,31,4,0,4,13,31,7,8,32,0.258,0.308,0.392,0.699,96.0,0.327,85.0,47,2,1,1,1,0,
Andrés Chaparro,2024,25,WSN,NL,-0.1,33,132,121,12,26,12,0,4,15,1,1,7,24,0.215,0.28,0.413,0.694,95.0,0.305,97.0,50,3,4,0,0,0,
Dylan Crews,2024,22,WSN,NL,0.6,31,132,119,12,26,5,1,3,8,12,3,11,26,0.218,0.288,0.353,0.641,82.0,0.296,82.0,42,4,1,0,1,0,
Curtis Mead,2024,23,TBR,AL,-0.5,38,132,122,10,29,3,0,1,7,2,0,6,30,0.238,0.282,0.287,0.569,65.0,0.259,61.0,35,2,2,0,1,0,
Riley Adams,2024,28,WSN,NL,0.2,41,130,116,10,26,5,1,2,8,1,0,10,35,0.224,0.292,0.336,0.629,79.0,0.292,84.0,39,4,2,0,2,1,
Grant McCray,2024,23,SFG,NL,0.0,37,130,124,13,25,3,2,5,10,5,0,6,56,0.202,0.238,0.379,0.617,75.0,0.285,78.0,47,3,0,0,0,0,
Luis Torrens,2024,28,NYM,NL,0.7,47,130,118,14,27,8,0,3,15,0,1,9,28,0.229,0.292,0.373,0.665,89.0,0.287,86.0,44,5,2,0,1,0,
Mike Trout,2024,32,LAA,AL,1.1,29,126,109,17,24,1,2,10,14,6,1,16,27,0.22,0.325,0.541,0.867,140.0,0.372,136.0,59,0,1,0,0,1,
Curt Casali,2024,35,SFG,NL,0.3,41,125,108,12,21,3,0,1,8,0,0,13,22,0.194,0.293,0.25,0.543,60.0,0.27,73.0,27,3,2,2,0,0,
Michael Stefanic,2024,28,LAA,AL,-0.2,40,124,110,8,24,4,0,0,8,0,0,10,20,0.218,0.301,0.255,0.555,61.0,0.256,58.0,28,5,3,1,0,0,
Christian Encarnacion-Strand,2024,24,CIN,NL,-1.0,29,123,116,13,22,6,0,2,16,0,0,4,35,0.19,0.22,0.293,0.513,39.0,0.222,25.0,34,4,1,0,2,0,
Brett Harris,2024,26,OAK,AL,-0.5,36,123,103,15,15,3,0,3,12,0,3,17,25,0.146,0.276,0.262,0.539,59.0,0.253,71.0,27,3,2,0,1,0,
Henry Davis,2024,24,PIT,NL,-0.6,37,122,104,9,15,4,0,1,5,0,0,13,45,0.144,0.242,0.212,0.453,28.0,0.226,32.0,22,1,1,1,2,0,
Brooks Baldwin,2024,23,CHW,AL,0.0,33,121,114,9,24,6,0,2,8,4,0,6,31,0.211,0.25,0.316,0.566,62.0,0.263,60.0,36,1,0,1,0,0,
José Abreu,2024,37,HOU,AL,-1.7,35,120,113,10,14,2,0,2,7,0,0,4,28,0.124,0.167,0.195,0.361,4.0,0.163,-5.0,22,4,2,0,1,0,
Kody Clemens,2024,28,PHI,NL,0.3,43,120,114,17,25,9,1,5,18,0,0,5,29,0.219,0.258,0.447,0.706,94.0,0.3,88.0,51,2,1,0,0,0,
Jerar Encarnación,2024,26,SFG,NL,0.1,35,119,113,13,28,5,0,5,19,1,0,5,34,0.248,0.277,0.425,0.702,99.0,0.301,94.0,48,0,0,0,1,0,
Trey Sweeney,2024,24,DET,AL,0.7,36,119,110,11,24,5,0,4,17,2,0,7,32,0.218,0.269,0.373,0.642,81.0,0.29,81.0,41,3,1,0,1,0,
Garrett Cooper,2024,33,2TM,2LG,-0.8,36,116,107,6,22,5,1,1,11,0,0,7,35,0.206,0.267,0.299,0.566,59.0,0.253,53.0,32,3,2,0,0,0,
Garrett Cooper,2024,33,CHC,NL,0.1,12,41,37,3,10,1,1,1,6,0,0,4,13,0.27,0.341,0.432,0.774,118.0,0.336,116.0,16,1,0,0,0,0,
Garrett Cooper,2024,33,BOS,AL,-0.9,24,75,70,3,12,4,0,0,5,0,0,3,22,0.171,0.227,0.229,0.455,28.0,0.207,19.0,16,2,2,0,0,0,
Vaughn Grissom,2024,23,BOS,AL,-0.2,31,114,105,10,20,3,0,0,6,2,0,7,24,0.19,0.246,0.219,0.465,31.0,0.234,35.0,23,3,1,0,1,0,
José Herrera,2024,27,ARI,NL,-0.2,42,114,97,11,22,4,1,1,13,0,0,9,27,0.227,0.29,0.32,0.609,70.0,0.272,64.0,31,1,0,7,1,0,
Heston Kjerstad,2024,25,BAL,AL,0.4,39,114,99,8,25,2,0,4,14,1,0,10,33,0.253,0.351,0.394,0.745,119.0,0.336,123.0,39,0,5,0,0,2,
Alex Call,2024,29,WSN,NL,1.5,30,113,99,15,34,9,0,3,14,5,1,12,19,0.343,0.425,0.525,0.95,169.0,0.429,181.0,52,2,2,0,0,0,
Casey Schmitt,2024,25,SFG,NL,0.2,40,113,107,11,27,4,1,6,16,0,0,4,25,0.252,0.283,0.477,0.76,114.0,0.321,110.0,51,2,1,0,1,0,
Estevan Florial,2024,26,CLE,AL,0.1,36,111,98,11,17,6,2,3,11,2,1,11,41,0.173,0.264,0.367,0.631,78.0,0.275,73.0,36,2,1,1,0,0,
Ryan Noda,2024,28,OAK,AL,-0.6,36,111,95,8,13,4,0,1,4,0,0,14,37,0.137,0.255,0.211,0.465,38.0,0.222,40.0,20,0,1,1,0,0,
Luis Urías,2024,27,SEA,AL,0.4,41,109,94,11,18,7,0,4,16,0,0,9,34,0.191,0.303,0.394,0.696,105.0,0.307,106.0,37,2,6,0,0,0,
Sean Bouchard,2024,28,COL,NL,-0.6,31,108,91,14,17,7,0,1,8,4,0,12,33,0.187,0.29,0.297,0.586,60.0,0.299,73.0,27,0,2,1,2,0,
Dane Myers,2024,28,MIA,NL,0.5,44,108,95,17,25,6,1,3,19,4,1,8,36,0.263,0.333,0.442,0.775,109.0,0.346,111.0,42,0,3,0,2,0,
Bryan Ramos,2024,22,CHW,AL,-0.2,32,108,99,13,20,4,0,3,11,0,2,7,22,0.202,0.252,0.333,0.586,67.0,0.273,80.0,33,3,0,0,1,0,
Niko Kavadas,2024,25,LAA,AL,-0.2,30,106,93,11,17,2,0,4,8,1,0,11,41,0.183,0.283,0.333,0.616,75.0,0.28,74.0,31,0,2,0,0,0,
Miles Mastrobuoni,2024,28,CHC,NL,-0.2,50,106,98,9,19,3,0,0,4,2,0,7,17,0.194,0.245,0.224,0.47,35.0,0.22,29.0,22,1,0,0,1,0,
Trevor Story,2024,31,BOS,AL,0.7,26,106,94,8,24,7,0,2,10,6,3,11,33,0.255,0.34,0.394,0.733,104.0,0.325,104.0,37,2,1,0,0,2,
Nick Allen,2024,25,OAK,AL,0.2,41,105,97,6,17,4,0,1,4,0,0,5,20,0.175,0.216,0.247,0.463,35.0,0.215,33.0,24,0,0,3,0,0,
Oliver Dunn,2024,26,MIL,NL,0.2,41,104,95,11,21,2,2,1,7,3,0,6,40,0.221,0.282,0.316,0.597,66.0,0.269,58.0,30,1,2,1,0,0,
Alek Thomas,2024,24,ARI,NL,0.0,39,103,95,13,18,5,1,3,17,4,1,7,17,0.189,0.245,0.358,0.603,66.0,0.283,71.0,34,7,0,1,0,0,
Jacob Wilson,2024,22,OAK,AL,-0.2,28,103,92,11,23,2,2,0,3,0,0,8,10,0.25,0.314,0.315,0.629,85.0,0.281,82.0,29,4,1,1,1,0,
Ben Gamel,2024,32,2TM,2LG,0.2,38,99,81,22,20,4,0,1,4,1,0,18,24,0.247,0.384,0.333,0.717,109.0,0.338,118.0,27,0,0,0,0,1,
Ben Gamel,2024,32,NYM,NL,0.0,18,30,23,9,5,1,0,0,0,1,0,7,7,0.217,0.4,0.261,0.661,96.0,0.36,130.0,6,0,0,0,0,0,
Ben Gamel,2024,32,HOU,AL,0.2,20,69,58,13,15,3,0,1,4,0,0,11,17,0.259,0.377,0.362,0.739,115.0,0.328,113.0,21,0,0,0,0,1,
Aaron Schunk,2024,26,COL,NL,0.2,39,98,94,14,22,3,0,2,7,0,1,4,31,0.234,0.265,0.33,0.595,60.0,0.26,55.0,31,0,0,0,0,1,
Weston Wilson,2024,29,PHI,NL,0.7,40,98,88,13,25,7,1,3,10,3,0,8,29,0.284,0.347,0.489,0.836,132.0,0.372,135.0,43,2,1,0,1,0,
Tucker Barnhart,2024,33,ARI,NL,0.3,31,96,81,13,14,3,0,0,6,1,0,13,31,0.173,0.287,0.21,0.497,42.0,0.252,49.0,17,0,0,2,0,0,
Yan Gomes,2024,36,CHC,NL,-0.7,34,96,91,7,14,2,0,2,7,0,0,2,36,0.154,0.179,0.242,0.421,18.0,0.192,12.0,22,2,1,1,1,0,
Alí Sánchez,2024,27,MIA,NL,-0.6,31,96,84,5,14,2,0,0,4,2,1,4,24,0.167,0.211,0.19,0.402,11.0,0.194,-1.0,16,2,1,6,1,0,
Alika Williams,2024,25,PIT,NL,-0.2,37,96,87,13,18,4,2,0,5,1,0,3,22,0.207,0.242,0.299,0.541,50.0,0.249,45.0,26,0,1,5,0,0,
Miguel Sanó,2024,31,LAA,AL,-0.1,28,95,83,9,17,3,0,2,6,0,0,9,36,0.205,0.295,0.313,0.608,73.0,0.272,70.0,26,2,2,0,1,0,
Jace Jung,2024,23,DET,AL,-0.5,34,94,79,14,19,5,0,0,3,0,1,15,29,0.241,0.362,0.304,0.665,93.0,0.304,97.0,24,3,0,0,0,0,
Nick Madrigal,2024,27,CHC,NL,-0.4,51,94,86,5,19,3,0,0,10,1,0,4,10,0.221,0.28,0.256,0.535,54.0,0.246,50.0,22,2,3,1,0,0,
Bobby Dalbec,2024,29,BOS,AL,-0.8,37,93,83,6,11,2,0,1,8,3,0,8,43,0.133,0.217,0.193,0.41,16.0,0.196,4.0,16,1,1,1,0,0,
Andrew Knizner,2024,29,TEX,AL,-0.9,35,93,90,5,15,1,0,1,9,0,0,1,22,0.167,0.183,0.211,0.394,13.0,0.183,9.0,19,2,1,0,1,0,
Trey Cabbage,2024,27,HOU,AL,-0.1,45,91,86,12,18,8,0,1,8,1,1,4,34,0.209,0.253,0.337,0.59,68.0,0.255,63.0,29,1,1,0,0,0,
Nathan Lukes,2024,29,TOR,AL,1.2,22,91,76,13,23,4,2,1,10,1,0,10,9,0.303,0.371,0.447,0.818,133.0,0.355,130.0,34,1,0,2,3,0,
Griffin Conine,2024,26,MIA,NL,0.7,30,89,82,14,22,4,1,3,12,0,0,6,28,0.268,0.326,0.451,0.777,109.0,0.332,104.0,37,1,1,0,0,0,
Zack Short,2024,29,3TM,2LG,-0.1,42,88,70,11,9,3,0,0,5,2,1,14,24,0.129,0.282,0.171,0.454,32.0,0.239,42.0,12,0,1,3,0,0,
Zack Short,2024,29,2TM,NL,0.1,40,81,63,11,9,3,0,0,5,2,1,14,20,0.143,0.308,0.19,0.498,45.0,0.26,57.0,12,0,1,3,0,0,
Zack Short,2024,29,NYM,NL,-0.1,10,12,9,2,1,0,0,0,0,0,1,2,4,0.111,0.273,0.111,0.384,16.0,0.162,20.0,1,0,0,1,0,0,
Zack Short,2024,29,BOS,AL,-0.2,2,7,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0.0,-130.0,0,0,0,0,0,0,
Zack Short,2024,29,ATL,NL,0.2,30,69,54,9,8,3,0,0,5,2,0,12,16,0.148,0.313,0.204,0.517,49.0,0.276,63.0,11,0,1,2,0,0,
Adrian Del Castillo,2024,24,ARI,NL,0.5,25,87,80,12,25,5,0,4,19,1,1,7,28,0.313,0.368,0.525,0.893,146.0,0.379,146.0,42,1,0,0,0,0,
Dillon Dingler,2024,25,DET,AL,-0.3,27,87,84,2,14,5,2,1,11,0,0,3,30,0.167,0.195,0.31,0.505,41.0,0.217,31.0,26,2,0,0,0,0,
Leo Rivas,2024,26,SEA,AL,0.3,43,86,73,10,17,1,1,0,8,3,0,10,24,0.233,0.333,0.274,0.607,84.0,0.29,87.0,20,1,1,2,0,0,
Nick Sogard,2024,26,BOS,AL,0.3,31,86,77,13,21,4,0,0,8,3,0,7,25,0.273,0.326,0.325,0.65,82.0,0.299,79.0,25,4,0,0,2,0,
Will Wagner,2024,25,TOR,AL,0.7,24,86,82,8,25,6,0,2,11,0,0,4,16,0.305,0.337,0.451,0.788,124.0,0.354,130.0,37,3,0,0,0,0,
Akil Baddoo,2024,25,DET,AL,-0.5,31,82,73,7,10,2,2,2,5,1,0,8,27,0.137,0.22,0.301,0.521,47.0,0.23,39.0,22,0,0,0,1,0,
Ji Hwan Bae,2024,24,PIT,NL,-0.4,29,81,74,11,14,2,0,0,6,6,2,6,24,0.189,0.247,0.216,0.463,31.0,0.228,31.0,16,0,0,0,1,0,
Marco Luciano,2024,22,SFG,NL,-0.4,27,81,76,10,16,5,1,0,3,0,1,5,28,0.211,0.259,0.303,0.562,62.0,0.275,82.0,23,1,0,0,0,0,
Brandon Crawford,2024,37,STL,NL,-0.2,28,80,71,5,12,5,0,1,4,0,0,8,26,0.169,0.263,0.282,0.544,53.0,0.247,49.0,20,0,1,0,0,0,
José Azocar,2024,28,SDP,NL,-0.4,61,79,73,13,16,2,0,0,2,5,1,5,19,0.219,0.269,0.247,0.516,46.0,0.265,56.0,18,1,0,1,0,0,
José Fermín,2024,25,STL,NL,-0.6,45,79,71,7,11,1,1,0,4,2,1,7,11,0.155,0.241,0.197,0.438,25.0,0.205,19.0,14,3,1,0,0,0,
Daniel Vogelbach,2024,31,TOR,AL,-0.4,31,79,70,5,13,5,0,1,8,0,0,9,17,0.186,0.278,0.3,0.578,66.0,0.262,65.0,21,4,0,0,0,0,
Nasim Nuñez,2024,23,WSN,NL,0.7,51,78,61,14,15,1,0,0,1,8,2,12,15,0.246,0.37,0.262,0.632,85.0,0.331,106.0,16,1,0,5,0,0,
Joshua Palacios,2024,28,PIT,NL,-0.1,23,78,67,10,15,2,0,2,9,1,0,10,12,0.224,0.333,0.343,0.677,90.0,0.308,90.0,23,1,1,0,0,0,
Chuckie Robinson,2024,29,CHW,AL,-0.5,26,76,70,2,9,0,0,0,0,0,0,5,20,0.129,0.197,0.129,0.326,-3.0,0.171,0.0,9,1,1,0,0,0,
Zach DeLoach,2024,25,CHW,AL,-0.1,22,75,67,10,14,5,0,1,5,0,1,8,21,0.209,0.293,0.328,0.622,79.0,0.28,84.0,22,0,0,0,0,0,
Bligh Madris,2024,28,DET,AL,0.2,21,75,67,8,18,3,0,1,5,0,0,6,20,0.269,0.324,0.358,0.683,95.0,0.298,89.0,24,0,0,0,1,0,
Jon Berti,2024,34,NYY,AL,0.6,25,74,66,10,18,0,0,1,6,5,1,6,14,0.273,0.342,0.318,0.661,90.0,0.334,108.0,21,2,1,1,0,0,
Eric Wagaman,2024,26,LAA,AL,0.4,18,74,72,6,18,5,0,2,10,0,0,2,17,0.25,0.27,0.403,0.673,88.0,0.291,83.0,29,1,0,0,0,0,
Bryce Johnson,2024,28,SDP,NL,-0.3,47,73,63,9,13,2,0,0,4,1,1,7,12,0.206,0.286,0.238,0.524,50.0,0.237,43.0,15,1,0,3,0,0,
Jacob Amaya,2024,25,2TM,AL,-0.1,24,72,68,4,12,1,0,0,3,1,0,4,28,0.176,0.222,0.191,0.413,21.0,0.191,13.0,13,3,0,0,0,0,
Jacob Amaya,2024,25,HOU,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,-127.0,0,0,0,0,0,0,
Jacob Amaya,2024,25,CHW,AL,0.0,23,71,67,4,12,1,0,0,3,1,0,4,28,0.179,0.225,0.194,0.419,23.0,0.194,15.0,13,3,0,0,0,0,
Ryan Bliss,2024,24,SEA,AL,0.4,33,71,63,10,14,3,1,2,9,5,3,5,22,0.222,0.29,0.397,0.687,102.0,0.292,98.0,25,1,1,2,0,0,
Jack López,2024,31,LAA,AL,0.0,27,71,67,4,17,3,0,1,6,0,1,2,25,0.254,0.286,0.343,0.629,78.0,0.289,87.0,23,2,1,1,0,0,
Brian Serven,2024,29,TOR,AL,0.2,28,71,63,6,10,4,0,0,3,0,0,5,22,0.159,0.243,0.222,0.465,35.0,0.229,40.0,14,0,2,1,0,0,
Eric Haase,2024,31,MIL,NL,0.4,30,69,66,10,18,1,0,5,14,0,0,3,28,0.273,0.304,0.515,0.819,122.0,0.359,128.0,34,0,0,0,0,0,
