player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
Frankie Montas,2024,31,2TM,NL,30,30,0,150.2,28,15,13,0,0,1.0,,,-1,-1.0,1.67,1.36,0.93,1.34
Frankie Montas,2024,31,CIN,NL,19,19,0,93.1,21,10,11,0,0,1.0,,,1,2.0,2.03,1.36,1.11,1.34
Frankie Montas,2024,31,MIL,NL,11,11,0,57.1,7,5,2,0,0,1.0,,,-2,-7.0,1.1,1.37,0.64,1.34
Hunter Greene,2024,24,CIN,NL,26,26,0,150.1,14,5,9,0,0,1.0,,,-1,-1.0,0.84,1.36,0.54,1.34
Cal Quantrill,2024,29,COL,NL,29,29,0,148.1,21,8,13,0,1,1.0,,,1,1.0,1.27,1.36,0.72,1.34
Zac Gallen,2024,28,ARI,NL,28,28,0,148.0,19,12,7,0,0,1.0,,,-3,-4.0,1.16,1.36,0.68,1.34
Drew Millas,2024,26,WSN,NL,18,17,17,148.0,152,143,8,1,1,0.993,1.0,8.0,0,0.0,9.18,9.06,8.39,8.94
Javier Assad,2024,26,CHC,NL,29,29,0,147.0,23,8,14,1,2,0.957,,,2,3.0,1.35,1.36,0.76,1.34
Jacob Hurtubise,2024,26,CIN,NL,21,17,9,147.0,35,32,3,0,0,1.0,0.0,-2.0,1,8.0,2.14,2.21,1.67,2.18
Matt Waldron,2024,27,SDP,NL,27,26,0,146.2,19,5,14,0,2,1.0,,,0,0.0,1.17,1.36,0.7,1.34
Garrett Crochet,2024,25,CHW,AL,31,31,0,146.0,13,4,8,1,1,0.923,,,-4,-5.0,0.74,1.31,0.38,1.29
Kyren Paris,2024,22,LAA,AL,18,17,12,146.0,68,22,45,1,8,0.985,2.0,19.0,0,0.0,4.13,3.95,3.53,3.88
Nick Pivetta,2024,31,BOS,AL,27,26,0,145.2,16,8,7,1,0,0.938,,,1,1.0,0.93,1.31,0.56,1.29
Spencer Arrighetti,2024,24,HOU,AL,29,28,0,145.0,13,5,8,0,0,1.0,,,-2,-3.0,0.81,1.31,0.45,1.29
Estevan Florial,2024,26,CLE,AL,22,16,9,144.0,37,35,1,1,0,0.973,0.0,-1.0,3,25.0,2.25,2.27,1.64,2.24
Mason McCoy,2024,29,SDP,NL,19,16,14,143.2,53,20,33,0,7,1.0,-3.0,-23.0,0,0.0,3.32,3.82,2.79,3.77
Chadwick Tromp,2024,29,ATL,NL,19,16,10,142.2,138,131,7,0,0,1.0,1.0,8.0,2,17.0,8.71,9.07,7.26,8.94
Bailey Falter,2024,27,PIT,NL,28,28,0,142.1,17,6,11,0,0,1.0,,,-1,-1.0,1.07,1.36,0.61,1.34
Nick Martinez,2024,33,CIN,NL,42,16,1,142.1,28,10,15,3,1,0.893,,,1,1.0,1.58,1.36,0.6,1.34
Pablo Reyes,2024,30,BOS,AL,21,15,9,142.0,62,20,38,4,4,0.935,-1.0,-5.0,-2,-17.0,3.68,3.38,2.32,3.46
Esteury Ruiz,2024,25,OAK,AL,27,16,7,141.0,36,35,0,1,0,0.972,-1.0,-10.0,-1,-9.0,2.23,2.27,1.3,2.24
Gavin Stone,2024,25,LAD,NL,25,25,1,140.1,29,16,13,0,2,1.0,,,3,4.0,1.86,1.36,1.16,1.34
Jasson Domínguez,2024,21,NYY,AL,16,16,13,140.0,31,28,2,1,0,0.968,-4.0,-31.0,-2,-17.0,1.93,2.27,1.88,2.24
Nelson Velázquez,2024,25,KCR,AL,20,17,9,140.0,33,32,0,1,0,0.97,-4.0,-30.0,-1,-9.0,2.06,2.27,1.6,2.24
Zach DeLoach,2024,25,CHW,AL,17,16,13,138.2,38,37,1,0,0,1.0,0.0,0.0,-1,-9.0,2.47,2.27,2.24,2.24
Andrew Abbott,2024,25,CIN,NL,25,25,0,138.0,14,6,8,0,0,1.0,,,1,1.0,0.91,1.36,0.56,1.34
Taj Bradley,2024,23,TBR,AL,25,25,0,138.0,16,8,8,0,0,1.0,,,-1,-1.0,1.04,1.31,0.64,1.29
Tobias Myers,2024,25,MIL,NL,27,25,0,138.0,19,10,6,3,0,0.842,,,0,0.0,1.04,1.36,0.59,1.34
Miguel Sanó,2024,31,LAA,AL,19,16,9,136.1,52,28,24,0,2,1.0,2.0,18.0,1,9.0,3.43,3.65,2.6,3.76
Reynaldo López,2024,30,ATL,NL,26,25,0,135.2,13,8,5,0,1,1.0,,,-4,-6.0,0.86,1.36,0.5,1.34
Luis Ortiz,2024,25,PIT,NL,37,15,0,135.2,21,7,10,4,0,0.81,,,0,0.0,1.13,1.36,0.46,1.34
Heston Kjerstad,2024,25,BAL,AL,19,16,9,135.0,34,34,0,0,0,1.0,2.0,13.0,-1,-9.0,2.27,2.27,1.79,2.24
René Pinto,2024,27,TBR,AL,19,15,11,135.0,129,126,2,1,0,0.992,-3.0,-27.0,-3,-27.0,8.53,9.16,6.74,9.03
Joe Ryan,2024,28,MIN,AL,23,23,0,135.0,21,10,9,2,0,0.905,,,-3,-4.0,1.27,1.31,0.83,1.29
Martín Pérez,2024,33,2TM,NL,26,26,0,135.0,20,6,14,0,1,1.0,,,5,7.0,1.33,1.36,0.77,1.34
Martín Pérez,2024,33,PIT,NL,16,16,0,83.0,11,6,5,0,1,1.0,,,3,7.0,1.19,1.36,0.69,1.34
Martín Pérez,2024,33,SDP,NL,10,10,0,52.0,9,0,9,0,0,1.0,,,2,8.0,1.56,1.37,0.9,1.34
Justin Steele,2024,28,CHC,NL,24,24,1,134.2,10,3,7,0,0,1.0,,,-1,-1.0,0.67,1.36,0.42,1.34
Tyler Glasnow,2024,30,LAD,NL,22,22,0,134.0,23,15,8,0,0,1.0,,,-3,-4.0,1.54,1.36,1.05,1.34
Albert Suárez,2024,34,BAL,AL,32,24,0,133.2,25,9,15,1,2,0.96,,,3,4.0,1.62,1.31,0.75,1.29
Simeon Woods Richardson,2024,23,MIN,AL,28,28,0,133.2,21,11,7,3,2,0.857,,,-2,-3.0,1.21,1.31,0.64,1.29
Paul Skenes,2024,22,PIT,NL,23,23,0,133.0,26,7,17,2,1,0.923,,,1,2.0,1.62,1.36,1.04,1.34
Luke Williams,2024,27,ATL,NL,22,14,9,131.0,47,15,30,2,4,0.957,3.0,31.0,3,27.0,3.09,3.23,2.05,2.92
Kyle Hendricks,2024,34,CHC,NL,29,24,0,130.2,19,7,11,1,1,0.947,,,0,0.0,1.24,1.36,0.62,1.34
Michael Lorenzen,2024,32,2TM,AL,26,24,0,130.1,22,8,12,2,4,0.909,,,2,3.0,1.38,1.31,0.77,1.29
Michael Lorenzen,2024,32,TEX,AL,19,18,0,101.2,18,7,11,0,3,1.0,,,2,4.0,1.59,1.31,0.95,1.29
Michael Lorenzen,2024,32,KCR,AL,7,6,0,28.2,4,1,1,2,1,0.5,,,0,0.0,0.63,1.32,0.29,1.29
Ryan Pepiot,2024,26,TBR,AL,26,26,0,130.0,15,11,4,0,3,1.0,,,0,0.0,1.04,1.31,0.58,1.29
Dean Kremer,2024,28,BAL,AL,24,24,0,129.2,32,11,19,2,0,0.938,,,4,6.0,2.08,1.31,1.25,1.29
Rafael Marchán,2024,25,PHI,NL,17,14,14,129.0,134,126,6,2,3,0.985,2.0,19.0,1,9.0,9.21,9.06,7.76,8.94
Alec Marsh,2024,26,KCR,AL,26,25,0,129.0,24,9,11,4,0,0.833,,,1,2.0,1.4,1.31,0.77,1.29
Joey Estes,2024,22,OAK,AL,25,24,1,127.2,10,5,5,0,2,1.0,,,1,2.0,0.7,1.31,0.4,1.29
Marco Luciano,2024,22,SFG,NL,18,14,9,127.0,64,25,33,6,3,0.906,-4.0,-41.0,-5,-47.0,4.11,4.0,3.22,3.93
José Fermín,2024,25,STL,NL,22,13,7,126.0,37,13,24,0,2,1.0,-3.0,-32.0,-1,-10.0,2.64,3.44,1.48,3.19
Jared Walsh,2024,30,TEX,AL,16,14,14,126.0,116,104,10,2,11,0.983,0.0,-3.0,-1,-10.0,8.14,8.03,7.13,7.92
Jonathan Cannon,2024,23,CHW,AL,23,21,0,124.1,30,17,13,0,2,1.0,,,3,5.0,2.17,1.31,1.3,1.29
Kyle Harrison,2024,22,SFG,NL,24,24,0,124.1,14,2,12,0,1,1.0,,,-2,-3.0,1.01,1.36,0.58,1.34
Trevor Rogers,2024,26,2TM,2LG,25,25,0,124.1,19,6,12,1,0,0.947,,,-2,-3.0,1.3,1.35,0.72,1.33
Trevor Rogers,2024,26,MIA,NL,21,21,0,105.1,15,6,8,1,0,0.933,,,-2,-4.0,1.2,1.36,0.67,1.34
Trevor Rogers,2024,26,BAL,AL,4,4,0,19.0,4,0,4,0,0,1.0,,,0,0.0,1.89,1.33,1.0,1.3
Spencer Schwellenbach,2024,24,ATL,NL,21,21,0,123.2,33,9,24,0,2,1.0,,,5,8.0,2.4,1.36,1.57,1.34
Thomas Saggese,2024,22,STL,NL,18,13,13,123.1,63,17,43,3,9,0.952,0.0,0.0,-1,-10.0,4.38,3.85,3.33,3.86
Jerar Encarnación,2024,26,SFG,NL,18,13,9,123.0,33,30,2,1,2,0.97,-4.0,-37.0,0,0.0,2.34,2.85,1.68,2.82
Justyn-Henry Malloy,2024,24,DET,AL,23,14,6,122.1,24,24,0,0,0,1.0,0.0,2.0,-2,-20.0,1.77,2.27,1.04,2.24
Jared Jones,2024,22,PIT,NL,22,22,0,121.2,18,9,8,1,0,0.944,,,1,2.0,1.26,1.36,0.77,1.34
Andre Pallante,2024,25,STL,NL,29,20,0,121.1,33,17,16,0,2,1.0,,,-3,-5.0,2.45,1.36,1.14,1.34
Bryan Woo,2024,24,SEA,AL,22,22,0,121.1,21,14,7,0,0,1.0,,,0,0.0,1.56,1.31,0.95,1.29
David Peterson,2024,28,NYM,NL,21,21,0,121.0,24,4,15,5,1,0.792,,,2,3.0,1.41,1.36,0.9,1.34
Seby Zavala,2024,30,SEA,AL,18,14,9,121.0,95,91,3,1,0,0.989,0.0,0.0,-2,-20.0,6.99,9.16,5.22,9.03
Billy Cook,2024,25,PIT,NL,16,14,11,120.0,59,56,2,1,4,0.983,3.0,29.0,6,60.0,4.35,3.98,3.41,3.95
Lance Lynn,2024,37,STL,NL,23,23,0,117.1,10,5,3,2,0,0.8,,,-4,-7.0,0.61,1.36,0.35,1.34
Jordan Montgomery,2024,31,ARI,NL,25,21,0,117.0,20,2,17,1,0,0.95,,,-1,-2.0,1.46,1.36,0.76,1.34
Grayson Rodriguez,2024,24,BAL,AL,20,20,0,116.2,17,10,7,0,1,1.0,,,0,0.0,1.31,1.31,0.85,1.29
David Bote,2024,31,CHC,NL,35,8,8,116.1,33,17,16,0,2,1.0,-1.0,-13.0,0,0.0,2.55,3.07,0.92,3.21
Nick Lodolo,2024,26,CIN,NL,21,21,0,115.1,11,1,9,1,0,0.909,,,-1,-2.0,0.78,1.36,0.48,1.34
Rece Hinds,2024,23,CIN,NL,22,10,10,115.0,33,33,0,0,0,1.0,4.0,38.0,1,10.0,2.58,2.21,1.5,2.18
Drew Romo,2024,22,COL,NL,15,13,13,115.0,104,93,10,1,1,0.99,1.0,10.0,2,21.0,8.06,9.06,6.87,8.94
Avisaíl García,2024,33,MIA,NL,16,13,10,114.0,39,38,1,0,0,1.0,1.0,5.0,0,0.0,3.08,2.21,2.44,2.18
Davis Wendzel,2024,27,TEX,AL,21,11,6,113.2,28,6,22,0,0,1.0,2.0,25.0,3,32.0,2.22,2.55,1.33,2.84
Kyle Freeland,2024,31,COL,NL,21,21,0,113.1,12,2,9,1,0,0.917,,,-1,-2.0,0.87,1.36,0.52,1.34
José Soriano,2024,25,LAA,AL,22,20,0,113.0,33,15,16,2,3,0.939,,,2,4.0,2.47,1.31,1.41,1.29
Kenta Maeda,2024,36,DET,AL,28,16,0,112.1,25,13,10,2,3,0.92,,,-1,-2.0,1.84,1.31,0.79,1.29
Reese Olson,2024,24,DET,AL,22,22,0,112.1,7,3,3,1,0,0.857,,,-4,-7.0,0.48,1.31,0.27,1.29
Ryan Vilade,2024,25,DET,AL,16,12,8,112.1,32,32,0,0,0,1.0,0.0,1.0,-4,-43.0,2.56,2.37,1.88,2.57
Tyler Locklear,2024,23,SEA,AL,16,12,10,112.0,98,91,7,0,5,1.0,1.0,13.0,-1,-11.0,7.88,8.03,6.13,7.92
Eguy Rosario,2024,24,SDP,NL,27,10,5,111.0,39,12,26,1,4,0.974,-1.0,-5.0,1,11.0,3.08,2.59,1.36,2.63
Cole Irvin,2024,30,2TM,AL,29,16,0,111.0,16,5,11,0,1,1.0,,,1,2.0,1.3,1.31,0.55,1.29
Cole Irvin,2024,30,BAL,AL,25,16,0,107.1,15,5,10,0,1,1.0,,,1,2.0,1.26,1.31,0.6,1.29
Cole Irvin,2024,30,MIN,AL,4,0,0,3.2,1,0,1,0,0,1.0,,,0,0.0,2.45,1.23,0.25,1.3
Jordan Hicks,2024,27,SFG,NL,29,20,0,109.2,29,18,10,1,3,0.966,,,-2,-4.0,2.3,1.36,0.97,1.34
Zach Dezenzo,2024,24,HOU,AL,15,12,10,109.0,86,82,3,1,9,0.988,-3.0,-33.0,-2,-22.0,7.02,7.67,5.0,6.95
José Ureña,2024,32,TEX,AL,33,9,0,109.0,21,11,9,1,0,0.952,,,0,0.0,1.65,1.31,0.61,1.29
Eli White,2024,30,ATL,NL,30,5,5,109.0,28,28,0,0,0,1.0,2.0,23.0,2,22.0,2.31,2.26,0.9,2.24
Gustavo Campero,2024,26,LAA,AL,13,12,11,108.1,28,26,1,1,0,0.964,-1.0,-11.0,-2,-22.0,2.24,2.27,2.08,2.24
Tyler Alexander,2024,29,TBR,AL,23,9,0,107.2,15,6,8,1,0,0.933,,,-1,-2.0,1.17,1.31,0.61,1.29
Steward Berroa,2024,25,TOR,AL,21,9,8,107.0,28,27,1,0,0,1.0,3.0,35.0,3,34.0,2.36,2.27,1.33,2.24
David Hensley,2024,28,MIA,NL,18,11,6,107.0,37,34,3,0,2,1.0,-2.0,-25.0,-2,-22.0,3.11,3.73,1.85,3.35
Jonathan Ornelas,2024,24,TEX,AL,18,11,9,106.2,40,14,24,2,1,0.95,0.0,2.0,1,11.0,3.21,3.03,2.11,3.16
Bryse Wilson,2024,26,MIL,NL,34,9,0,104.2,7,1,6,0,0,1.0,,,-1,-2.0,0.6,1.36,0.21,1.34
Blake Snell,2024,31,SFG,NL,20,20,1,104.0,14,5,8,1,0,0.929,,,1,2.0,1.13,1.36,0.65,1.34
Jamie Westbrook,2024,29,BOS,AL,20,13,5,104.0,58,21,36,1,6,0.983,0.0,-1.0,0,0.0,4.93,3.95,2.71,3.76
Shay Whitcomb,2024,25,HOU,AL,17,10,7,104.0,35,14,16,5,3,0.857,-2.0,-27.0,-4,-46.0,2.6,2.71,1.67,2.77
Garrett Cooper,2024,33,2TM,2LG,16,12,6,104.0,88,78,9,1,9,0.989,1.0,6.0,-2,-23.0,7.53,7.92,5.12,7.29
Garrett Cooper,2024,33,CHC,NL,4,3,2,29.0,24,23,1,0,3,1.0,-1.0,-29.0,0,0.0,7.45,7.63,4.8,5.78
Garrett Cooper,2024,33,BOS,AL,12,9,4,75.0,64,55,8,1,6,0.984,1.0,19.0,-2,-32.0,7.56,8.03,5.25,7.92
Carlos Carrasco,2024,37,CLE,AL,21,21,0,103.2,19,9,9,1,0,0.947,,,1,2.0,1.56,1.31,0.86,1.29
Bowden Francis,2024,28,TOR,AL,27,13,0,103.2,11,4,7,0,0,1.0,,,3,6.0,0.95,1.31,0.41,1.29
Jon Gray,2024,32,TEX,AL,23,19,0,102.2,18,8,10,0,0,1.0,,,0,0.0,1.58,1.31,0.78,1.29
Casey Mize,2024,27,DET,AL,22,20,0,102.1,20,6,14,0,4,1.0,,,2,4.0,1.76,1.31,0.91,1.29
Brent Rooker,2024,29,OAK,AL,14,13,7,102.1,16,16,0,0,0,1.0,-3.0,-30.0,-1,-12.0,1.41,2.27,1.14,2.24
Andrés Chaparro,2024,25,WSN,NL,12,12,10,102.0,89,80,9,0,11,1.0,1.0,11.0,-1,-12.0,7.85,8.29,7.42,8.18
David Dahl,2024,30,PHI,NL,15,13,5,102.0,19,18,1,0,0,1.0,3.0,36.0,3,35.0,1.68,2.21,1.27,2.18
Yuli Gurriel,2024,40,KCR,AL,12,12,9,101.0,82,76,6,0,4,1.0,0.0,5.0,2,24.0,7.31,8.03,6.83,7.92
Jhonny Pereda,2024,28,MIA,NL,19,10,8,101.0,95,86,8,1,1,0.989,0.0,0.0,0,0.0,8.38,9.03,4.7,8.52
James Paxton,2024,35,2TM,2LG,21,21,0,100.1,8,1,6,1,0,0.875,,,0,0.0,0.63,1.35,0.33,1.33
James Paxton,2024,35,LAD,NL,18,18,0,89.1,7,0,6,1,0,0.857,,,1,2.0,0.6,1.36,0.33,1.34
James Paxton,2024,35,BOS,AL,3,3,0,11.0,1,1,0,0,0,1.0,,,-1,-18.0,0.82,1.31,0.33,1.3
Nick Martini,2024,34,CIN,NL,16,12,6,100.0,25,24,1,0,0,1.0,0.0,5.0,-1,-12.0,2.25,2.21,1.56,2.18
Joe Musgrove,2024,31,SDP,NL,19,19,0,99.2,24,11,12,1,0,0.958,,,3,6.0,2.08,1.36,1.21,1.34
Cooper Criswell,2024,27,BOS,AL,26,18,0,99.1,12,8,4,0,1,1.0,,,0,0.0,1.09,1.31,0.46,1.29
Ryan Yarbrough,2024,32,2TM,2LG,44,0,0,98.2,25,6,16,3,1,0.88,,,3,6.0,2.01,1.35,0.5,1.33
Ryan Yarbrough,2024,32,LAD,NL,32,0,0,67.1,20,5,14,1,1,0.95,,,2,6.0,2.54,1.36,0.59,1.34
Ryan Yarbrough,2024,32,TOR,AL,12,0,0,31.1,5,1,2,2,0,0.6,,,1,6.0,0.86,1.32,0.25,1.29
Keider Montero,2024,23,DET,AL,19,16,1,98.1,13,4,9,0,0,1.0,,,2,4.0,1.19,1.31,0.68,1.29
Cole Tucker,2024,27,LAA,AL,16,11,7,98.0,38,16,18,4,1,0.895,-1.0,-9.0,-3,-37.0,3.12,2.39,1.89,2.29
Randy Vásquez,2024,25,SDP,NL,20,20,0,98.0,19,4,15,0,2,1.0,,,1,2.0,1.74,1.36,0.95,1.34
Joey Wendle,2024,34,NYM,NL,18,10,5,98.0,40,13,24,3,3,0.925,0.0,-1.0,-1,-12.0,3.4,3.67,2.06,3.42
Logan Allen,2024,25,CLE,AL,20,20,0,97.1,14,4,10,0,0,1.0,,,1,2.0,1.29,1.31,0.7,1.29
Zach Remillard,2024,30,CHW,AL,14,11,7,97.0,36,9,26,1,2,0.972,1.0,12.0,1,12.0,3.25,3.46,2.19,3.28
Edward Cabrera,2024,26,MIA,NL,20,20,0,96.1,14,4,6,4,0,0.714,,,-4,-8.0,0.93,1.36,0.5,1.34
Luisangel Acuña,2024,22,NYM,NL,12,10,9,95.2,45,9,35,1,3,0.978,3.0,34.0,1,13.0,4.14,3.85,3.38,3.79
Gerrit Cole,2024,33,NYY,AL,17,17,0,95.0,10,4,6,0,0,1.0,,,-2,-4.0,0.95,1.31,0.59,1.29
Dane Dunning,2024,29,TEX,AL,26,15,0,95.0,18,10,7,1,0,0.944,,,1,2.0,1.61,1.31,0.65,1.29
Tyler Holton,2024,28,DET,AL,66,9,0,94.1,16,4,12,0,0,1.0,,,2,4.0,1.53,1.31,0.24,1.29
Logan Driscoll,2024,26,TBR,AL,15,11,7,93.0,107,100,6,1,0,0.991,1.0,13.0,2,26.0,10.26,9.16,7.07,9.03
Forrest Wall,2024,28,2TM,NL,13,11,7,93.0,18,18,0,0,0,1.0,-2.0,-19.0,2,26.0,1.74,2.22,1.38,2.18
Forrest Wall,2024,28,ATL,NL,12,10,7,87.0,18,18,0,0,0,1.0,-1.0,-18.0,2,28.0,1.86,2.21,1.5,2.18
Forrest Wall,2024,28,MIA,NL,1,1,0,6.0,0,0,0,0,0,,0.0,-40.0,0,0.0,0.0,2.25,0.0,2.2
Nick Yorke,2024,22,PIT,NL,11,11,9,92.0,26,14,11,1,3,0.962,-3.0,-40.0,-3,-39.0,2.45,3.51,2.27,3.42
Carson Spiers,2024,26,CIN,NL,22,10,0,90.2,13,9,4,0,1,1.0,,,1,2.0,1.29,1.36,0.59,1.34
Justin Verlander,2024,41,HOU,AL,17,17,0,90.1,9,4,5,0,0,1.0,,,0,0.0,0.9,1.31,0.53,1.29
Derek Law,2024,33,WSN,NL,75,0,0,90.0,10,4,6,0,2,1.0,,,-1,-2.0,1.0,1.36,0.13,1.34
Yoshinobu Yamamoto,2024,25,LAD,NL,18,18,0,90.0,14,5,9,0,0,1.0,,,2,4.0,1.4,1.36,0.78,1.34
Dakota Hudson,2024,29,COL,NL,18,18,0,89.0,14,3,11,0,2,1.0,,,0,0.0,1.42,1.36,0.78,1.34
DJ Herz,2024,23,WSN,NL,19,19,0,88.2,5,0,5,0,0,1.0,,,0,0.0,0.51,1.36,0.26,1.34
Chris Paddack,2024,28,MIN,AL,17,17,0,88.1,13,5,8,0,0,1.0,,,-2,-5.0,1.32,1.31,0.76,1.29
Coby Mayo,2024,22,BAL,AL,15,12,4,88.0,24,15,8,1,2,0.958,-2.0,-26.0,-2,-27.0,2.35,3.73,1.44,3.81
Aaron Hicks,2024,34,LAA,AL,14,9,8,87.2,19,19,0,0,0,1.0,-3.0,-36.0,-2,-27.0,1.95,2.26,1.36,2.17
Reid Detmers,2024,24,LAA,AL,17,17,0,87.1,8,3,5,0,0,1.0,,,-2,-5.0,0.82,1.31,0.47,1.29
Carson Fulmer,2024,30,LAA,AL,37,8,0,86.2,9,2,5,2,0,0.778,,,0,0.0,0.73,1.31,0.19,1.29
Yariel Rodríguez,2024,27,TOR,AL,21,21,0,86.2,15,8,7,0,0,1.0,,,1,2.0,1.56,1.31,0.71,1.29
Ryan Weathers,2024,24,MIA,NL,16,16,0,86.2,11,1,10,0,0,1.0,,,1,2.0,1.14,1.36,0.69,1.34
Matthew Liberatore,2024,24,STL,NL,60,6,0,86.0,22,4,17,1,2,0.955,,,3,7.0,2.2,1.36,0.35,1.34
Yoán Moncada,2024,29,CHW,AL,11,11,10,86.0,31,8,21,2,4,0.935,1.0,15.0,0,0.0,3.03,2.47,2.64,2.44
David Villar,2024,27,SFG,NL,10,10,9,86.0,90,79,11,0,5,1.0,-3.0,-35.0,0,0.0,9.42,8.29,9.0,8.18
Clarke Schmidt,2024,28,NYY,AL,16,16,0,85.1,15,7,7,1,0,0.933,,,1,2.0,1.48,1.31,0.88,1.29
Ross Stripling,2024,34,OAK,AL,22,14,0,85.1,14,5,8,1,0,0.929,,,-1,-2.0,1.37,1.31,0.59,1.29
Jordyn Adams,2024,24,LAA,AL,11,9,9,85.0,24,23,0,1,0,0.958,-1.0,-20.0,-2,-28.0,2.44,2.27,2.09,2.24
Adael Amador,2024,21,COL,NL,10,10,9,85.0,39,14,24,1,8,0.974,-3.0,-41.0,-1,-14.0,4.02,4.15,3.8,4.09
Tom Murphy,2024,33,SFG,NL,12,10,8,84.2,69,68,1,0,0,1.0,-2.0,-28.0,-4,-57.0,7.33,9.07,5.75,8.94
Aledmys Díaz,2024,33,2TM,AL,14,10,7,84.1,49,28,21,0,6,1.0,-2.0,-31.0,-1,-14.0,5.23,4.92,3.27,4.93
Aledmys Díaz,2024,33,OAK,AL,12,9,6,75.1,41,22,19,0,4,1.0,-2.0,-37.0,-1,-16.0,4.9,4.61,3.15,4.78
Aledmys Díaz,2024,33,HOU,AL,2,1,1,9.0,8,6,2,0,2,1.0,0.0,13.0,0,0.0,8.0,7.5,4.0,5.9
Luke Weaver,2024,30,NYY,AL,62,0,0,84.0,9,2,5,2,0,0.778,,,0,0.0,0.75,1.31,0.11,1.29
Taijuan Walker,2024,31,PHI,NL,19,15,0,83.2,18,9,8,1,2,0.944,,,0,0.0,1.83,1.36,0.89,1.34
Roddery Muñoz,2024,24,MIA,NL,18,17,0,82.2,12,2,6,4,0,0.667,,,0,0.0,0.87,1.36,0.44,1.34
Pedro Avila,2024,27,2TM,2LG,54,0,0,82.2,10,8,2,0,2,1.0,,,1,2.0,1.09,1.32,0.19,1.29
Pedro Avila,2024,27,SDP,NL,4,0,0,8.0,2,2,0,0,0,1.0,,,0,0.0,2.25,1.35,0.5,1.35
Pedro Avila,2024,27,CLE,AL,50,0,0,74.2,8,6,2,0,2,1.0,,,1,3.0,0.96,1.31,0.16,1.29
Yu Darvish,2024,37,SDP,NL,16,16,0,81.2,13,4,9,0,0,1.0,,,0,0.0,1.43,1.36,0.81,1.34
Sean Hjelle,2024,27,SFG,NL,58,0,0,80.2,27,14,13,0,2,1.0,,,1,2.0,3.01,1.36,0.47,1.34
Armando Alvarez,2024,29,OAK,AL,14,10,5,80.0,39,30,9,0,4,1.0,-3.0,-42.0,-3,-45.0,4.39,4.62,2.79,4.47
Ryan Walker,2024,28,SFG,NL,76,1,0,80.0,11,5,6,0,0,1.0,,,0,0.0,1.24,1.36,0.14,1.34
Cade Povich,2024,24,BAL,AL,16,16,0,79.2,11,2,9,0,2,1.0,,,2,5.0,1.24,1.31,0.69,1.29
Patrick Sandoval,2024,27,LAA,AL,16,16,0,79.2,11,1,9,1,0,0.909,,,2,5.0,1.13,1.31,0.63,1.29
Javier Sanoja,2024,21,MIA,NL,13,9,5,79.2,22,13,9,0,2,1.0,0.0,-2.0,1,15.0,2.49,3.2,1.57,3.05
Michael Soroka,2024,26,CHW,AL,25,9,0,79.2,12,3,7,2,0,0.833,,,-1,-3.0,1.13,1.31,0.4,1.29
Shane Baz,2024,25,TBR,AL,14,14,0,79.1,7,4,3,0,1,1.0,,,1,3.0,0.79,1.3,0.5,1.29
Michael Tonkin,2024,34,3TM,2LG,57,0,0,79.1,13,6,7,0,1,1.0,,,-1,-3.0,1.47,1.33,0.23,1.29
Michael Tonkin,2024,34,2TM,AL,52,0,0,72.1,11,4,7,0,1,1.0,,,-1,-3.0,1.37,1.32,0.21,1.29
Michael Tonkin,2024,34,NYM,NL,5,0,0,7.0,2,2,0,0,0,1.0,,,0,0.0,2.57,1.41,0.4,1.34
Michael Tonkin,2024,34,MIN,AL,13,0,0,16.1,4,3,1,0,0,1.0,,,-2,-24.0,2.2,1.32,0.31,1.29
Michael Tonkin,2024,34,NYY,AL,39,0,0,56.0,7,1,6,0,1,1.0,,,1,4.0,1.13,1.32,0.18,1.29
Keegan Akin,2024,29,BAL,AL,66,0,0,78.2,7,0,7,0,0,1.0,,,2,5.0,0.8,1.32,0.11,1.29
Bryan Abreu,2024,27,HOU,AL,78,0,0,78.1,8,5,3,0,0,1.0,,,-2,-5.0,0.92,1.31,0.1,1.29
Tylor Megill,2024,28,NYM,NL,16,15,0,78.0,18,7,11,0,1,1.0,,,2,5.0,2.08,1.36,1.13,1.34
Graham Ashcraft,2024,26,CIN,NL,15,15,0,77.1,21,10,8,3,0,0.857,,,-1,-3.0,2.09,1.36,1.2,1.34
Slade Cecconi,2024,25,ARI,NL,20,13,0,77.0,9,3,6,0,0,1.0,,,0,0.0,1.05,1.36,0.45,1.34
Johnathan Rodríguez,2024,24,CLE,AL,11,9,5,77.0,13,12,1,0,0,1.0,-1.0,-19.0,-3,-47.0,1.52,2.27,1.18,2.24
Cody Bradford,2024,26,TEX,AL,14,13,0,76.1,13,4,8,1,1,0.923,,,1,3.0,1.41,1.31,0.86,1.29
Gavin Williams,2024,24,CLE,AL,16,16,0,76.0,13,3,9,1,0,0.923,,,0,0.0,1.42,1.31,0.75,1.29
Josh Winckowski,2024,26,BOS,AL,40,6,0,76.0,15,9,6,0,1,1.0,,,-1,-3.0,1.78,1.31,0.38,1.29
Triston McKenzie,2024,26,CLE,AL,16,16,0,75.2,12,9,2,1,0,0.917,,,-2,-5.0,1.31,1.31,0.69,1.29
